data,value
2017-01-02,0.035088888888888725
2017-01-03,-0.02049999999999974
2017-01-04,-0.048900000000000166
2017-01-05,-0.017199999999999882
2017-01-06,0.02499999999999991
2017-01-07,-0.005322222222222006
2017-01-08,-0.00715555555555536
2017-01-09,-0.014722222222222747
2017-01-10,-0.0007999999999999119
2017-01-11,0.0013999999999998458
2017-01-12,-0.009399999999999853
2017-01-13,0.033199999999999896
2017-01-14,-0.012344444444444047
2017-01-15,-0.0030999999999998806
2017-01-16,0.03594444444444411
2017-01-17,-0.030299999999999994
2017-01-18,0.019400000000000084
2017-01-19,-0.03440000000000021
2017-01-20,-0.027499999999999858
2017-01-21,0.023377777777778164
2017-01-22,-0.011200000000000099
2017-01-23,-0.017877777777778103
2017-01-24,0.006899999999999906
2017-01-25,0.0
2017-01-26,0.007800000000000029
2017-01-27,-0.03699999999999992
2017-01-28,0.009455555555555772
2017-01-29,-0.005077777777778181
2017-01-30,-0.018377777777777826
2017-01-31,0.023900000000000254
2017-02-01,-0.021399999999999864
2017-02-02,-0.00550000000000006
2017-02-03,-0.006400000000000183
2017-02-04,0.008300000000000196
2017-02-05,-0.0012555555555562314
2017-02-06,-0.008644444444443788
2017-02-07,0.0044999999999997264
2017-02-08,-0.0029999999999996696
2017-02-09,0.012599999999999945
2017-02-10,-0.01440000000000019
2017-02-11,-0.01092222222222139
2017-02-12,-0.0012444444444454916
2017-02-13,0.0079666666666669
2017-02-14,-0.026499999999999968
2017-02-15,-0.027499999999999858
2017-02-16,0.03169999999999984
2017-02-17,0.015600000000000058
2017-02-18,-0.02106666666666701
2017-02-19,-5.555555555503133e-05
2017-02-20,0.0033222222222222264
2017-02-21,0.008099999999999774
2017-02-22,-0.031099999999999905
2017-02-23,-0.0045000000000001705
2017-02-24,0.05150000000000032
2017-02-25,-0.013088888888888484
2017-02-26,0.0032000000000000917
2017-02-27,0.007888888888888168
2017-02-28,0.00010000000000021103
2017-03-01,-0.01910000000000034
2017-03-02,0.0665
2017-03-03,-0.040699999999999736
2017-03-04,0.016955555555555613
2017-03-05,0.0033888888888884416
2017-03-06,0.002455555555555655
2017-03-07,-0.019099999999999895
2017-03-08,0.04360000000000008
2017-03-09,0.030100000000000016
2017-03-10,-0.05370000000000008
2017-03-11,0.004677777777778225
2017-03-12,-0.005200000000001204
2017-03-13,0.014022222222223046
2017-03-14,0.015499999999999847
2017-03-15,-0.06479999999999997
2017-03-16,0.014800000000000146
2017-03-17,-0.026699999999999946
2017-03-18,0.021977777777777874
2017-03-19,-0.004933333333334122
2017-03-20,-0.03624444444444386
2017-03-21,0.015800000000000036
2017-03-22,-0.00039999999999995595
2017-03-23,0.05149999999999988
2017-03-24,-0.030899999999999928
2017-03-25,0.00632222222222234
2017-03-26,0.005633333333333823
2017-03-27,0.005944444444443864
2017-03-28,0.014699999999999935
2017-03-29,-0.021300000000000097
2017-03-30,0.02970000000000006
2017-03-31,-0.02629999999999999
2017-04-01,0.002488888888889207
2017-04-02,0.002188888888889018
2017-04-03,-0.013277777777778166
2017-04-04,-0.02079999999999993
2017-04-05,0.026399999999999757
2017-04-06,0.022400000000000198
2017-04-07,0.0034999999999998366
2017-04-08,-0.017622222222222206
2017-04-09,0.003344444444444594
2017-04-10,7.777777777784323e-05
2017-04-11,0.005199999999999871
2017-04-12,-0.011400000000000077
2017-04-13,0.018600000000000172
2017-04-14,0.00039999999999995595
2017-04-15,-0.012411111111110706
2017-04-16,0.0017999999999993577
2017-04-17,-0.03568888888888866
2017-04-18,0.009500000000000064
2017-04-19,0.04420000000000002
2017-04-20,-0.0036000000000000476
2017-04-21,-0.00039999999999995595
2017-04-22,-0.005266666666666975
2017-04-23,0.00867777777777734
2017-04-24,-0.02361111111111036
2017-04-25,0.019099999999999895
2017-04-26,0.02519999999999989
2017-04-27,0.011200000000000099
2017-04-28,-0.006899999999999906
2017-04-29,-0.011111111111111072
2017-04-30,0.005488888888887988
2017-05-01,0.005522222222222872
2017-05-02,-0.024799999999999933
2017-05-03,0.013500000000000068
2017-05-04,0.023299999999999876
2017-05-05,-0.011099999999999888
2017-05-06,-0.004555555555555646
2017-05-07,-0.0060777777777776265
2017-05-08,0.031233333333333224
2017-05-09,-0.007800000000000029
2017-05-10,-0.022399999999999753
2017-05-11,-0.027500000000000302
2017-05-12,-0.01849999999999996
2017-05-13,0.048733333333333295
2017-05-14,0.006099999999999994
2017-05-15,-0.06533333333333324
2017-05-16,-0.014899999999999913
2017-05-17,0.04159999999999986
2017-05-18,0.2330000000000001
2017-05-19,-0.1181000000000001
2017-05-20,-0.024266666666666215
2017-05-21,0.016533333333332845
2017-05-22,0.020433333333333525
2017-05-23,0.0049000000000001265
2017-05-24,0.007899999999999796
2017-05-25,-0.0047999999999999154
2017-05-26,-0.013500000000000068
2017-05-27,-0.00012222222222213475
2017-05-28,-0.0019222222222223806
2017-05-29,-0.0013555555555555543
2017-05-30,0.0009999999999998899
2017-05-31,-0.031099999999999905
2017-06-01,0.02400000000000002
2017-06-02,-0.0022999999999999687
2017-06-03,0.012344444444444491
2017-06-04,0.0044888888888885425
2017-06-05,0.03176666666666694
2017-06-06,-0.019099999999999895
2017-06-07,-0.008300000000000196
2017-06-08,-0.007800000000000029
2017-06-09,0.0354000000000001
2017-06-10,-0.009799999999999809
2017-06-11,-0.00039999999999995595
2017-06-12,0.031199999999999672
2017-06-13,-0.0026999999999999247
2017-06-14,-0.0411999999999999
2017-06-15,0.0007999999999999119
2017-06-16,0.018299999999999983
2017-06-17,0.0138777777777781
