data,value
2021-01-02,0.013840000000000074
2021-01-03,0.010139999999999816
2021-01-04,0.07932000000000006
2021-01-05,-0.011400000000000077
2021-01-06,0.028500000000000192
2021-01-07,0.09619999999999962
2021-01-08,0.007699999999999818
2021-01-09,-0.07299999999999951
2021-01-10,0.038439999999999586
2021-01-11,0.10576000000000008
2021-01-12,-0.16639999999999944
2021-01-13,-0.023600000000000065
2021-01-14,-0.1023000000000005
2021-01-15,0.09600000000000009
2021-01-16,0.027300000000000324
2021-01-17,-0.03866000000000014
2021-01-18,0.014359999999999928
2021-01-19,0.062100000000000044
2021-01-20,-0.06610000000000049
2021-01-21,0.058900000000000396
2021-01-22,0.11599999999999966
2021-01-23,-0.11411999999999978
2021-01-24,0.03415999999999997
2021-01-25,0.07986000000000004
2021-01-26,-0.11129999999999995
2021-01-27,0.05860000000000021
2021-01-28,0.02719999999999967
2021-01-29,0.02150000000000052
2021-01-30,-0.03469999999999995
2021-01-31,-0.006860000000000532
2021-02-01,0.011260000000000048
2021-02-02,-0.06419999999999959
2021-02-03,-0.014600000000000612
2021-02-04,0.07319999999999993
2021-02-05,-0.056199999999999584
2021-02-06,0.019720000000000404
2021-02-07,-0.01330000000000009
2021-02-08,-0.011120000000000019
2021-02-09,0.012399999999999523
2021-02-10,0.00790000000000024
2021-02-11,-0.01949999999999985
2021-02-12,0.0032999999999994145
2021-02-13,0.0034199999999993125
2021-02-14,0.00188000000000077
2021-02-15,-0.002149999999998542
2021-02-16,-0.0034500000000008413
2021-02-17,0.04099999999999948
2021-02-18,0.016499999999999737
2021-02-19,-0.04469999999999974
2021-02-20,0.01502500000000051
2021-02-21,0.013715000000000366
2021-02-22,0.05485999999999969
2021-02-23,-0.025000000000000355
2021-02-24,-0.03469999999999995
2021-02-25,0.12460000000000004
2021-02-26,0.06780000000000008
2021-02-27,-0.11011999999999933
2021-02-28,0.035179999999999545
2021-03-01,0.11813999999999947
2021-03-02,0.0343
2021-03-03,-0.05679999999999996
2021-03-04,0.04999999999999982
2021-03-05,0.02150000000000052
2021-03-06,-0.031340000000000146
2021-03-07,0.04673999999999978
2021-03-08,0.16929999999999978
2021-03-09,-0.07299999999999951
2021-03-10,-0.1305000000000005
2021-03-11,-0.13629999999999942
2021-03-12,0.01609999999999978
2021-03-13,0.13569999999999993
2021-03-14,-0.05198000000000036
2021-03-15,-0.019919999999999938
2021-03-16,0.009000000000000341
2021-03-17,-0.041400000000000325
2021-03-18,-0.022800000000000153
2021-03-19,-0.06869999999999976
2021-03-20,0.08340000000000103
2021-03-21,-0.022220000000000795
2021-03-22,-0.04837999999999987
2021-03-23,0.016899999999999693
2021-03-24,0.09949999999999992
2021-03-25,0.02660000000000018
2021-03-26,0.10909999999999975
2021-03-27,-0.14642
2021-03-28,0.05507999999999935
2021-03-29,0.11464000000000052
2021-03-30,-0.005399999999999849
2021-03-31,-0.1429999999999998
2021-04-01,0.07559999999999967
2021-04-02,0.00039999999999995595
2021-04-03,0.012600000000000833
2021-04-04,-0.023340000000001027
2021-04-05,-0.03355999999999959
2021-04-06,-0.07279999999999998
2021-04-07,0.023900000000000254
2021-04-08,-0.042300000000000004
2021-04-09,0.11010000000000009
2021-04-10,-0.05770000000000053
2021-04-11,0.014019999999999477
2021-04-12,0.09488000000000074
2021-04-13,-0.01670000000000016
2021-04-14,-0.06400000000000006
2021-04-15,-0.036399999999999544
2021-04-16,-0.027899999999999814
2021-04-17,0.07310000000000016
2021-04-18,-0.03744000000000103
2021-04-19,-0.07785999999999937
2021-04-20,0.02259999999999973
2021-04-21,0.000300000000000189
2021-04-22,-0.12420000000000009
2021-04-23,0.030300000000000438
2021-04-24,0.04563999999999968
2021-04-25,-0.02193999999999985
2021-04-26,-0.06240000000000023
2021-04-27,0.012599999999999945
2021-04-28,-0.10599999999999987
2021-04-29,-0.005499999999999616
2021-04-30,0.09909999999999997
2021-05-01,-0.03610000000000113
2021-05-02,0.001120000000000232
2021-05-03,0.04038000000000075
2021-05-04,0.0015000000000000568
2021-05-05,-0.0893000000000006
2021-05-06,-0.07819999999999983
2021-05-07,-0.039200000000000124
2021-05-08,0.11369999999999969
2021-05-09,-0.042959999999999
2021-05-10,-0.08034000000000052
2021-05-11,-0.006400000000000183
2021-05-12,0.08530000000000015
2021-05-13,0.0029000000000003467
2021-05-14,-0.03620000000000001
2021-05-15,-0.005619999999999514
2021-05-16,0.009139999999999482
2021-05-17,-0.0034200000000002007
2021-05-18,-0.012399999999999523
2021-05-19,0.04889999999999972
2021-05-20,-0.026900000000000368
2021-05-21,0.07920000000000016
2021-05-22,-0.06430000000000025
2021-05-23,0.008920000000000705
2021-05-24,0.011179999999999524
2021-05-25,0.014499999999999957
2021-05-26,-0.020500000000000185
2021-05-27,-0.07319999999999993
2021-05-28,-0.013099999999999667
2021-05-29,0.05970000000000031
2021-05-30,-0.020059999999999967
2021-05-31,-0.04764000000000035
2021-06-01,-0.06630000000000003
2021-06-02,-0.0754999999999999
2021-06-03,0.0020999999999995467
2021-06-04,-0.02799999999999958
2021-06-05,0.06460000000000043
2021-06-06,-0.03442000000000167
2021-06-07,-0.03457999999999917
2021-06-08,-0.012599999999999945
2021-06-09,0.029600000000000293
2021-06-10,-0.006899999999999906
2021-06-11,0.06189999999999962
2021-06-12,-0.05469999999999953
2021-06-13,0.0030000000000001137
2021-06-14,-0.005300000000000082
2021-06-15,-0.014800000000000146
2021-06-16,0.009199999999999875
2021-06-17,-0.04860000000000042
2021-06-18,0.08480000000000043
2021-06-19,-0.03939999999999966
2021-06-20,-0.009420000000001316
2021-06-21,-0.02887999999999913
2021-06-22,-0.055600000000000094
2021-06-23,0.00930000000000053
2021-06-24,-0.052999999999999936
2021-06-25,0.01980000000000004
2021-06-26,0.02336000000000027
2021-06-27,-0.017720000000000624
2021-06-28,-0.014739999999999753
2021-06-29,0.03149999999999942
2021-06-30,0.0127000000000006
2021-07-01,0.07899999999999974
2021-07-02,0.00990000000000002
2021-07-03,-0.06669999999999998
2021-07-04,0.03332000000000068
2021-07-05,0.06687999999999938
2021-07-06,0.1059000000000001
2021-07-07,0.0345999999999993
2021-07-08,0.026400000000000645
2021-07-09,-0.06357500000000016
2021-07-10,0.0
2021-07-11,0.020499999999999297
2021-07-12,-0.041824999999999335
2021-07-13,-0.010799999999999699
2021-07-14,-0.09160000000000057
2021-07-15,0.0411999999999999
2021-07-16,0.0029000000000003467
2021-07-17,0.01175999999999977
2021-07-18,0.01577999999999946
2021-07-19,0.10966000000000076
2021-07-20,-0.03139999999999965
2021-07-21,-0.03310000000000013
2021-07-22,0.012900000000000134
2021-07-23,0.0002999999999993008
2021-07-24,0.011540000000000994
2021-07-25,-0.01515999999999984
2021-07-26,-0.020880000000000898
2021-07-27,-0.007100000000000328
2021-07-28,-0.05329999999999924
2021-07-29,-0.03450000000000042
2021-07-30,0.1311
2021-07-31,-0.06144000000000016
2021-08-01,-0.000280000000000058
2021-08-02,0.02411999999999992
2021-08-03,0.02200000000000024
2021-08-04,-0.028200000000000003
2021-08-05,0.08030000000000026
2021-08-06,-0.01869999999999994
2021-08-07,-0.026340000000000252
2021-08-08,0.011680000000000135
2021-08-09,0.01766000000000023
2021-08-10,-0.04360000000000053
2021-08-11,0.028999999999999915
2021-08-12,0.03390000000000004
2021-08-13,-0.005799999999999805
2021-08-14,-0.01858000000000093
2021-08-15,0.00528000000000084
2021-08-16,0.026200000000000223
2021-08-17,0.03530000000000033
2021-08-18,0.08460000000000001
2021-08-19,0.03479999999999972
2021-08-20,-0.037200000000000344
2021-08-21,-0.03201999999999927
2021-08-22,0.024139999999999162
2021-08-23,0.011080000000000645
2021-08-24,-0.13390000000000057
2021-08-25,-0.0345999999999993
2021-08-26,0.04049999999999976
2021-08-27,-0.05259999999999998
2021-08-28,0.058400000000000674
2021-08-29,-0.039240000000000386
2021-08-30,-0.034760000000000346
2021-08-31,-0.03479999999999972
2021-09-01,0.036599999999999966
2021-09-02,-0.0039000000000006807
2021-09-03,0.010400000000000631
2021-09-04,-0.013660000000000672
2021-09-05,-0.0029399999999997206
2021-09-06,-0.006400000000000183
2021-09-07,-9.999999999976694e-05
2021-09-08,0.15219999999999967
2021-09-09,-0.12379999999999924
2021-09-10,0.04779999999999962
2021-09-11,-0.024820000000000064
2021-09-12,0.009080000000000865
2021-09-13,-0.014960000000001195
2021-09-14,0.025100000000000122
2021-09-15,-0.017900000000000027
2021-09-16,0.03160000000000007
2021-09-17,0.03479999999999972
2021-09-18,-0.04465999999999948
2021-09-19,0.021860000000000213
2021-09-20,0.05849999999999955
2021-09-21,-0.05410000000000004
2021-09-22,0.01890000000000036
2021-09-23,0.014199999999999768
2021-09-24,0.03139999999999965
2021-09-25,-0.030379999999999185
2021-09-26,0.013479999999999492
2021-09-27,0.07390000000000008
2021-09-28,0.0378999999999996
2021-09-29,-0.01359999999999939
2021-09-30,0.027099999999999902
2021-10-01,-0.07889999999999997
2021-10-02,0.04472000000000076
2021-10-03,0.012419999999998765
2021-10-04,0.03246000000000038
2021-10-05,0.021300000000000097
2021-10-06,0.01639999999999997
2021-10-07,0.027599999999999625
2021-10-08,-0.010599999999999277
2021-10-09,-0.01890000000000036
2021-10-10,0.016640000000000654
2021-10-11,0.03075999999999901
2021-10-12,-0.0041999999999999815
2021-10-13,-0.019199999999999662
2021-10-14,-9.999999999976694e-05
2021-10-15,-0.05210000000000026
2021-10-16,0.05026000000000064
2021-10-17,-0.005000000000000782
2021-10-18,0.0053400000000003445
2021-10-19,0.07269999999999932
2021-10-20,0.013100000000000556
2021-10-21,0.06020000000000003
2021-10-22,-0.010299999999999976
2021-10-23,-0.04765999999999959
2021-10-24,0.008919999999999817
2021-10-25,-0.052360000000000184
2021-10-26,0.010299999999999976
2021-10-27,-0.02859999999999996
2021-10-28,0.10839999999999961
2021-10-29,-0.009199999999999875
2021-10-30,-0.04829999999999934
2021-10-31,0.02503999999999973
2021-11-01,0.0675599999999994
2021-11-02,-0.0019999999999997797
2021-11-03,-0.12699999999999978
2021-11-04,0.0495000000000001
2021-11-05,-0.059200000000000585
2021-11-06,0.06885999999999992
2021-11-07,-0.027499999999999858
2021-11-08,-0.040160000000000196
2021-11-09,-0.06359999999999921
2021-11-10,0.010599999999999277
2021-11-11,-0.0920999999999994
2021-11-12,0.05989999999999984
2021-11-13,0.015819999999999723
2021-11-14,-0.01729999999999965
2021-11-15,0.00017999999999940286
2021-11-16,0.04530000000000012
2021-11-17,0.026400000000000645
2021-11-18,0.028399999999999537
2021-11-19,0.05590000000000028
2021-11-20,-0.08137999999999934
2021-11-21,0.02579999999999938
2021-11-22,0.028579999999999828
2021-11-23,-0.01529999999999987
2021-11-24,0.03489999999999949
2021-11-25,-0.039699999999999847
2021-11-26,0.043400000000000105
2021-11-27,-0.021800000000000708
