"Último","aggregatedTimestamp"
1.7184285714285714,"2009-10-11"
1.7249523809523808,"2009-10-18"
1.7481571428571427,"2009-10-25"
1.7347476190476188,"2009-11-01"
1.7156238095238094,"2009-11-08"
1.7217809523809522,"2009-11-15"
1.7360952380952381,"2009-11-22"
1.7315333333333331,"2009-11-29"
1.751942857142857,"2009-12-06"
1.7642809523809526,"2009-12-13"
1.7698238095238095,"2009-12-20"
1.6924249999999998,"2010-01-01"
1.7307619047619047,"2010-01-03"
1.7531047619047617,"2010-01-10"
1.7888142857142857,"2010-01-17"
1.8514619047619048,"2010-01-24"
1.8629047619047618,"2010-01-31"
1.8592619047619043,"2010-02-07"
1.8310190476190473,"2010-02-14"
1.8150333333333333,"2010-02-21"
1.7893428571428571,"2010-02-28"
1.7722285714285715,"2010-03-07"
1.7785238095238096,"2010-03-14"
1.800504761904762,"2010-03-21"
1.7805333333333333,"2010-03-28"
1.7664238095238096,"2010-04-04"
1.752642857142857,"2010-04-11"
1.7556619047619044,"2010-04-18"
1.7455095238095237,"2010-04-25"
1.7887857142857144,"2010-05-02"
1.785552380952381,"2010-05-09"
1.834495238095238,"2010-05-16"
1.842761904761905,"2010-05-23"
1.8370285714285712,"2010-05-30"
1.839952380952381,"2010-06-06"
1.7878952380952382,"2010-06-13"
1.779714285714286,"2010-06-20"
1.7872999999999999,"2010-06-27"
1.7679238095238097,"2010-07-04"
1.7671428571428571,"2010-07-11"
1.7766714285714285,"2010-07-18"
1.7613571428571426,"2010-07-25"
1.7541523809523811,"2010-08-01"
1.7621285714285713,"2010-08-08"
1.7570571428571427,"2010-08-15"
1.7619476190476189,"2010-08-22"
1.743357142857143,"2010-08-29"
1.724995238095238,"2010-09-05"
1.7166714285714284,"2010-09-12"
1.718995238095238,"2010-09-19"
1.6996571428571428,"2010-09-26"
1.6783714285714286,"2010-10-03"
1.6650904761904761,"2010-10-10"
1.686661904761905,"2010-10-17"
1.7037619047619048,"2010-10-24"
1.6906857142857143,"2010-10-31"
1.7087428571428576,"2010-11-07"
1.7220857142857142,"2010-11-14"
1.7241952380952377,"2010-11-21"
1.7037809523809524,"2010-11-28"
1.6920047619047618,"2010-12-05"
1.703747619047619,"2010-12-12"
1.6971952380952378,"2010-12-19"
1.6553333333333333,"2011-01-01"
1.6695333333333333,"2011-01-02"
1.6820285714285714,"2011-01-09"
1.6759476190476192,"2011-01-16"
1.6742380952380949,"2011-01-23"
1.669990476190476,"2011-01-30"
1.6686952380952378,"2011-02-06"
1.6660000000000004,"2011-02-13"
1.667447619047619,"2011-02-20"
1.6581619047619047,"2011-02-27"
1.6577666666666666,"2011-03-06"
1.6673380952380952,"2011-03-13"
1.6623857142857144,"2011-03-20"
1.639995238095238,"2011-03-27"
1.5961047619047617,"2011-04-03"
1.5824095238095237,"2011-04-10"
1.5725238095238092,"2011-04-17"
1.572109523809524,"2011-04-24"
1.6041999999999998,"2011-05-01"
1.6204761904761904,"2011-05-08"
1.622866666666667,"2011-05-15"
1.6170047619047618,"2011-05-22"
1.5832000000000002,"2011-05-29"
1.585519047619048,"2011-06-05"
1.5930809523809524,"2011-06-12"
1.5953619047619048,"2011-06-19"
1.572904761904762,"2011-06-26"
1.5617857142857146,"2011-07-03"
1.576295238095238,"2011-07-10"
1.5625952380952381,"2011-07-17"
1.549838095238095,"2011-07-24"
1.573057142857143,"2011-07-31"
